SMILES,MF
[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,C27H19ClN7Na3O10S3
[Na+].[Na+].[Na+].Cc1cc(N=Nc2cc(ccc2[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc3ccc(Nc4nc(N)nc(Cl)n4)c5c3cccc5[S]([O-])(=O)=O,C27H19ClN9Na3O9S3
[Na+].Cc1ccc(cc1)[S](=O)(=O)Oc2ccc(Nc3cc(c(N)c4C(=O)c5ccccc5C(=O)c34)[S]([O-])(=O)=O)cc2,C27H19N2NaO8S2
[Na+].[Na+].[Na+].CCN1C(=O)C(=N/Nc2cc(Nc3nc(Cl)nc(Nc4ccc(c(Nc5nc(N)nc(Cl)n5)c4)[S]([O-])(=O)=O)n3)c(cc2[S]([O-])(=O)=O)[S]([O-])(=O)=O)\C(=C(C(N)=O)C1=O)C,C27H21Cl2N14Na3O12S3
CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5,C27H22Cl2N4
[Na+].[Na+].CN(CC[S]([O-])(=O)=O)c1ccc(cc1)/C=C(C#N)/C(=O)Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3,C27H22N4Na2O7S3
[Na+].[Na+].COc1cc(ccc1NC(=O)Nc2ccc(cc2OC)N=Nc3cccc(c3)[S]([O-])(=O)=O)N=Nc4cccc(c4)[S]([O-])(=O)=O,C27H22N6Na2O9S2
[Na+].[Na+].[Na+].[Na+].COc1ccc(cc1N\N=C/2C(=O)c3c(N)c(N=Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O,C27H23N5Na4O20S6
CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1C,C27H24N6O6S
CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1OC,C27H24N6O7S
CC(C)c1cc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc(c1)c4ccccc4,C27H25O4P
CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c3ccc(Oc4ccc(N)cc4)cc3,C27H26N2O2
CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,C27H27N3O2
CC(C)C1=C(Br)C(=C(C)C=C1C2(O[S](=O)(=O)C3=C2C=CC=C3)C4=CC(=C(O)C(=C4C(C)C)Br)C)O,C27H28Br2O5S
CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)N5CCCCC5=O,C27H28N4O5
[Cl-].CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(c2cc1C)c4ccccc4C(=O)OC,C27H29ClN2O3
Cc1cccc(C)c1C.C2Cc3ccccc3C2.C4C=Cc5ccccc45,C27H30
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=CC=C5)C#C,C27H30O3
[Na+].CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O,C27H31N2NaO6S2
CCN(CCOc1ccc(cc1)C2CCCCC2)c3ccc(C=C(C#N)C#N)c(C)c3,C27H31N3O
CCCC1CCC(CC1)C2CCC(CC2)c3ccc(c(F)c3)c4cc(F)c(F)c(F)c4,C27H32F4
O=C1CCCCCN1C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCCCCC4=O)cc3)cc2,C27H32N4O4
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(O)cc5)[C@H](O)[C@H](O)[C@H]1O,C27H32O14
CC(=C)C(=O)OCCOc1ccc(cc1)C(C)(C)c2ccc(OCCOC(=O)C(C)=C)cc2,C27H32O6
CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,C27H33O4P
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(Cl)C=C3,C27H34ClN3O4S
CCN(CC)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(CC)CC.O[S]([O-])(=O)=O,C27H34N2O4S
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)[N+]([O-])=O,C27H34N4O6S
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CC5=CC=CC=C5,C27H34O3
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3,C27H35N3O4S
O=C(NC1CCCCC1)Nc2ccc(Cc3ccc(NC(=O)NC4CCCCC4)cc3)cc2,C27H36N4O2
Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(c1)C4CCCCC4,C27H36O2
CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CO,C27H37FO6
CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,C27H37FO6
[OH-].[Cr+3].CCCCC(CC)COCCCN.CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.[H+],C27H38CrN5O10S
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,C27H38N2O4
CCCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,C27H38O3
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,C27H40O6
[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,C27H42ClNO2
C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,C27H42O3
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,C27H42O3
CCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,C27H42O3
CC1CCC2(OC1)OC3CC4C5CC=C6CC(O)CCC6(C)C5CCC4(C)C3C2C,C27H42O3
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,C27H46O
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C27H46O
CCCCCCC(=O)OCC(CC)(COC(=O)CCCCCC)COC(=O)CCCCCC,C27H50O6
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,C27H50O6
CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O.OCCN(CCO)CCO,C27H54N2O6
CCCCCCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,C27H56N2O
CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,C27H58N4
[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(cc1[S]([O-])(=O)=O)c4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O,C28H14N2Na2O10S2
O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13,C28H14N2O4
[Na+].[Na+].Oc1cc(cc2cc(cc(N=Nc3cc(N=Nc4cc(cc(c4O)[N+]([O-])=O)[N+]([O-])=O)c(O)c(N=Nc5ccc(cc5)[N+]([O-])=O)c3O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,C28H15N9Na2O16S2
Nc1ccc(c2ccc(N)c3C(=O)c4ccccc4C(=O)c23)c5C(=O)c6ccccc6C(=O)c15,C28H16N2O4
[Li+].[Li+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(\C(=N/Nc4cc(Nc5nc(F)nc(F)c5Cl)ccc4[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,C28H17ClF2Li2N8Na2O16S5
[Na+].[Na+].[Na+].[Na+].CC(=O)Nc1ccc(c2C=C(/C(=N/Nc3ccc(N=Nc4ccc(cc4)[S]([O-])(=O)=O)c5ccc(cc35)[S]([O-])(=O)=O)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,C28H17N5Na4O14S4
[Na+].[Na+].Cc1ccc2nc(sc2c1[S]([O-])(=O)=O)c3ccc(cc3)N=Nc4ccc(cc4)c5sc6c(ccc(C)c6[S]([O-])(=O)=O)n5,C28H18N4Na2O6S4
[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,C28H20ClN9Na4O16S5
[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,C28H20N2Na2O8S2
COc1ccc(cc1)\C=C/2N=C(OC2=O)c3ccc(cc3)C4=NC(=C/c5ccc(OC)cc5)/C(=O)O4,C28H20N2O6
[Na+].[Na+].[O-][S](=O)(=O)c1ccccc1\C=C/c2ccc(cc2)c3ccc(cc3)\C=C/c4ccccc4[S]([O-])(=O)=O,C28H20Na2O6S2
[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc(C)cc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,C28H21ClN7Na3O10S3
[Na+].[Na+].[Fe].Nc1ccc(cc1)[N+]([O-])=O.Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O.OC/3=CC(=O)C=CC3=N/Nc4cc(cc5cc(cc(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,C28H21FeN7Na2O16S2
[Na+].[Na+].Nc1ccc(N=Nc2ccc(cc2)N=Nc3c(N)c4C(=O)C(=N/Nc5ccccc5)/C(=Cc4cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(N)c1,C28H21N9Na2O7S2
Cc1ccc(Nc2nc(Nc3ccc(C)cc3)c(C#N)c(C)c2N=Nc4ccccc4C(F)(F)F)cc1,C28H23F3N6
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O.C2CN=C(N2)c3ccccc3.C4CN=C(N4)c5ccccc5,C28H26N4O8
[Cl-].Cn1c2ccccc2c(C=CC3=[N+](C)c4ccccc4C3(C)C)c1c5ccccc5,C28H27ClN2
CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(=C(C1c4ccccc4Cl)C(=O)OC)C,C28H27ClN2O7
CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2,C28H27N
[Na+].CCOc1cccc2C(=O)c3c(Nc4ccccc4[S]([O-])(=O)=O)ccc(NC5CCCCC5)c3C(=O)c12,C28H27N2NaO6S
O=[P](OCc1ccccc1)(OCc2ccccc2)O[P](=O)(OCc3ccccc3)OCc4ccccc4,C28H28O7P2
[Na+].COCCOCCOc1cc(Nc2c(C)cc(C)c(c2C)[S]([O-])(=O)=O)c3C(=O)c4ccccc4C(=O)c3c1N,C28H29N2NaO8S
COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,C28H32O15
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3,C28H34N2O3
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,C28H34O15
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc3O2,C28H34O15
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O,C28H36O15
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CCC5=CC=CC=C5,C28H36O3
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,C28H37FO7
CC1=CC=C(C=C1)C(=O)NC(CC2=CC=CC=C2)C(O)C(=O)N3CSC(C)(C)C3C(=O)NC(C)(C)C,C28H37N3O4S
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3,C28H37N3O4S
COC1=CC=C(C=C1)C(=O)NC(CC2=CC=CC=C2)C(O)C(=O)N3CSC(C)(C)C3C(=O)NC(C)(C)C,C28H37N3O5S
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)COC3=CC=CC=C3,C28H37N3O5S
OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12,C28H38N2O8
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C28H38O19
CCOc1ccccc1NC(=O)C(=O)Nc2ccc(CCCCCCCCCC(C)C)cc2,C28H40N2O3
[Na+].[Na+].CCCCCCCCCCCCCCCCc1c(Oc2ccccc2[S]([O-])(=O)=O)cccc1[S]([O-])(=O)=O,C28H40Na2O7S2
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)c2cc(cc(c2O)C(C)(C)C)C(C)(C)C,C28H42O2
CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(cc2)C(C)(C)CC(C)(C)C)cc1,C28H43N
CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,C28H46O4
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,C28H46O4
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,C28H46O4
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,C28H48O2
CC1(C)CNCC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC2C(C)(C)CNCC2(C)C,C28H52N2O4
CCCCCCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCCCCCC,C28H52O4
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,C28H56O2
CCCCC(CC)COC(=O)CS[Sn](CCCC)(CCCC)SCC(=O)OCC(CC)CCCC,C28H56O4S2Sn
CCCCCCCCCCCCCCC(CO)CCCCCCCCCCCC,C28H58O
COC(OC)c1ccc(cc1)C(=O)OC.COC(=O)c2ccccc2.COC(=O)c3ccc(C)cc3.COC(=O)c4ccc(CO)cc4.COC(=O)c5ccc(COC(=O)c6ccc(C)cc6)cc5.COC(=O)c7ccc(COC(=O)c8ccc(cc8)C(=O)OC)cc7.COC(=O)c9ccc(C=O)cc9.COC(=O)c%10ccc(cc%10)C(O)=O.COC(=O)c%11ccc(cc%11)C(=O)OC.COC(=O)c%12ccc(cc%12)C(=O)OCc%13ccc(C)cc%13.COC(=O)c%14ccc(cc%14)c%15ccc(cc%15)C(=O)OC.COC(=O)c%16ccc(cc%16)c%17cccc(c%17)C(=O)OC.COC(=O)c%18ccc(cc%18)c%19ccccc%19C(=O)OC.COC(=O)c%20ccc(cc%20)c%21cc(C)ccc%21C(=O)OC.COC(=O)c%22ccc(cc%22)c%23cc(ccc%23C(=O)OC)C(=O)OC.COC(=O)c%24cccc(c%24)C(=O)OC.COC(=O)c%25ccc(C(=O)OC)c(c%25)C(=O)OC.COC(=O)c%26ccc%27c(c%26)C(=O)c%28ccc(cc%27%28)C(=O)OC.COC(=O)c%29ccc(C)c%30c%29OC(=O)c%31ccccc%30%31.COC(=O)c%32ccccc%32C(=O)OC.COC(=O)c%33ccc(C)cc%33C(=O)OC.Cc%34ccc(C)cc%34.Cc%35ccc(cc%35)C(O)=O.OC(=O)c%36ccccc%36,C299H282O89
Nc1c(ccc2C(=O)c3ccccc3C(=O)c12)c4oc5cc6C(=O)c7ccccc7C(=O)c6cc5n4,C29H14N2O5
[Ni++].[O-]c1ccc2ccccc2c1C=Nc3cc4NC(=O)Nc4cc3N=Cc5c([O-])ccc6ccccc56,C29H18N4NiO3
[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc2c(ccc(N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2[S]([O-])(=O)=O)c1,C29H19N3Na4O17S5
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2,C29H19N5Na2O8S2
[Na+].[Na+].Cc1ccc(cc1)[S](=O)(=O)Nc2cc(cc3C=C(C(=N/Nc4cc(Cl)ccc4Oc5ccccc5)\C(=O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O,C29H20ClN3Na2O10S3
[Na+].[K+].Nc1c(cc(NC2CCC(CC2)Nc3nc(F)nc(Nc4cc(ccc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)n3)c5C(=O)c6ccccc6C(=O)c15)[S]([O-])(=O)=O,C29H23FKN7NaO11S3-
[Na+].CN(Cc1ccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)cc1)[S](=O)(=O)c5ccc(C)cc5,C29H24N3NaO7S2
OC(COc1ccc(c(O)c1)C(=O)c2ccccc2)COc3ccc(c(O)c3)C(=O)c4ccccc4,C29H24O7
CCCCOC(=O)c1ccccc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4,C29H25N5O5
[Na+].[Na+].OCCNc1nc(NCCO)nc(Nc2ccc3C(=O)C(=N/Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)\C(=Cc3c2)[S]([O-])(=O)=O)n1,C29H26N10Na2O9S2
[Na+].Cc1c(CNC(=O)CCl)c(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)CCl,C29H27Cl2N4NaO7S
CCCOC1=CC=C2C(C(C(C3=CC=C(OC)C=C3OCC(O)=O)C2=C1)C(O)=O)C4=CC5=C(OCO5)C=C4,C29H28O9
Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5,C29H31F2N3O
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4O)C6=C2C=C7OCOC7=C6,C29H32O13
[Na+].CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(c2cc1C)c4ccc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O,C29H33N2NaO7S2
[H+].[Cl-].CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,C29H34Cl2N2O2
CCN(CC)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(CC)CC.CC([O-])=O,C29H36N2O2
CC(=C)C(=O)OCCCOc1ccc(cc1)C(C)(C)c2ccc(OCCCOC(=O)C(C)=C)cc2,C29H36O6
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CCCC5=CC=CC=C5,C29H38O3
Cc1cc(Cc2cc(C)cc(c2O)C3(C)CCCCC3)c(O)c(c1)C4(C)CCCCC4,C29H40O2
CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Oc2ccc(c3ccccc23)[S]([O-])(=O)=O,C29H41NO4S
CC1OC(CCC1OC2OC(C)C(C(O)C2O)N(C)C)N3C=CC(=NC3=O)NC(=O)c4ccc(NC(=O)C(C)(N)CO)cc4,C29H42N6O9
CC(C)(C)c1ccc(OC(=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C,C29H42O3
CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,C29H44O2
CCOC(=O)CC(NC1CCC(CC1)CC2CCC(CC2)NC(CC(=O)OCC)C(=O)OCC)C(=O)OCC,C29H50N2O8
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,C29H50O2
CC(C)CCCCCCCOC(=O)CCCCCCCC(=O)OCCCCCCCC(C)C,C29H56O4
[K+].[Au+].[C-]#N.[C-]#N,C2AuKN2
FC(F)(Br)C(F)(F)Br,C2Br2F4
[O-]C(=O)C(Br)(Br)Br,C2Br3O2-
[Ce].[Ce].[O-]C(=O)C([O-])=O,C2Ce2O4-2
FC(F)(F)C(F)(Cl)Cl,C2Cl2F4
FC(F)(Cl)C(F)(F)Cl,C2Cl2F4
ClC(=O)C(Cl)=O,C2Cl2O2
FC(F)(F)C(Cl)(Cl)Cl,C2Cl3F3
FC(F)(Cl)C(F)(Cl)Cl,C2Cl3F3
ClC(Cl)(Cl)C#N,C2Cl3N
[Na+].[O-]C(=O)C(Cl)(Cl)Cl,C2Cl3NaO2
ClC(Cl)=C(Cl)Cl,C2Cl4
FC(Cl)(Cl)C(F)(Cl)Cl,C2Cl4F2
FC(F)(Cl)C(Cl)(Cl)Cl,C2Cl4F2
ClC(Cl)(Cl)C(Cl)(Cl)Cl,C2Cl6
FC(F)=C(F)Cl,C2ClF3
FC(F)(F)C(F)(F)Cl,C2ClF5
[Co++].[O-]C(=O)C([O-])=O,C2CoO4
[K+].[O-]C(=O)C(F)(F)F,C2F3KO2
FC(F)=C(F)F,C2F4
FC(F)(F)C(F)(F)F,C2F6
N.N.N.N.[Pd++].OC([O-])=O.OC([O-])=O,C2H14N4O6Pd
C#C,C2H2
Cl/C=C/[As](Cl)Cl,C2H2AsCl3
[Ba++].[O-]C=O.[O-]C=O,C2H2BaO4
BrC=CBr,C2H2Br2
Br\C=C/Br,C2H2Br2
Br\C=C\Br,C2H2Br2
ClC(Br)C(Cl)Br,C2H2Br2Cl2
OC(=O)C(Br)Br,C2H2Br2O2
NC(=O)C(Br)(Br)Br,C2H2Br3NO
BrC(Br)C(Br)Br,C2H2Br4
[Ca++].[O-]C=O.[O-]C=O,C2H2CaO4
ClC=CCl,C2H2Cl2
Cl\C=C/Cl,C2H2Cl2
ClC(Cl)=C,C2H2Cl2
Cl\C=C\Cl,C2H2Cl2
FC(F)(Cl)CCl,C2H2Cl2F2
OC(=O)C(Cl)Cl,C2H2Cl2O2
FC(Cl)(Cl)CCl,C2H2Cl3F
NC(=O)C(Cl)(Cl)Cl,C2H2Cl3NO
ClCC(Cl)(Cl)Cl,C2H2Cl4
ClC(Cl)C(Cl)Cl,C2H2Cl4
FC(F)(F)CCl,C2H2ClF3
ClCC#N,C2H2ClN
[O-][N+](=O)C(CCl)([N+]([O-])=O)[N+]([O-])=O,C2H2ClN3O6
[Na+].[O-]C(=O)CCl,C2H2ClNaO2
FC(F)=C,C2H2F2
OC(=O)C(F)F,C2H2F2O2
NC(=O)C(F)(F)F,C2H2F3NO
FCC(F)(F)F,C2H2F4
[Na+].[O-]C(=O)CF,C2H2FNaO2
I\C=C\I,C2H2I2
I\C=C/I,C2H2I2
IC=CI,C2H2I2
S=C1NNC(=S)S1,C2H2N2S3
S=C1NSC(=S)N1,C2H2N2S3
[O-][N+](=O)C1=NC(=O)NN1,C2H2N4O3
[Na+].[Na+].[Na+].[O-]O[P]([O-])(=O)CC([O-])=O,C2H2Na3O6P
O=CC=O,C2H2O2
OC(=O)C(O)=O,C2H2O4
[Zn++].[O-]C=O.[O-]C=O,C2H2O4Zn
[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O,C2H2O8Pb3
BrC=C,C2H3Br
ClC(Br)CBr,C2H3Br2Cl
NC(=O)C(Br)Br,C2H3Br2NO
BrCC(Br)Br,C2H3Br3
OCC(Cl)(Cl)Br,C2H3BrCl2O
OC(=O)CBr,C2H3BrO2
[Ca++].[O-]C(=O)CS,C2H3CaO2S+
ClC=C,C2H3Cl
CC(F)(Cl)Cl,C2H3Cl2F
NC(=O)C(Cl)Cl,C2H3Cl2NO
CC(Cl)(Cl)[N+]([O-])=O,C2H3Cl2NO2
CC(Cl)(Cl)Cl,C2H3Cl3
ClCC(Cl)Cl,C2H3Cl3
OCC(Cl)(Cl)Cl,C2H3Cl3O
OC(O)C(Cl)(Cl)Cl,C2H3Cl3O2
FC(F)CCl,C2H3ClF2
CC(F)(F)Cl,C2H3ClF2
OC(=O)CCl,C2H3ClO2
[Cr].CC([O-])=O,C2H3CrO2-
FC=C,C2H3F
CC(F)(F)F,C2H3F3
OCC(F)(F)F,C2H3F3O
OC(=O)CF,C2H3FO2
C[Hg]C#N,C2H3HgN
[K+].[O-]C(=O)CS,C2H3KO2S
[Li+].CC([O-])=O,C2H3LiO2
CC#N,C2H3N
[nH]1cncn1,C2H3N3
NC(=S)NC#N,C2H3N3S
CN=C=S,C2H3NS
[Na+].[O-]C(=O)CS,C2H3NaO2S
C=C,C2H4
BrCCBr,C2H4Br2
ClCCBr,C2H4BrCl
NC(=O)CBr,C2H4BrNO
[Na+].[O-][S](=O)(=O)CCBr,C2H4BrNaO3S
ClCCCl,C2H4Cl2
CC(Cl)Cl,C2H4Cl2
ClCOCCl,C2H4Cl2O
FCCCl,C2H4ClF
NC(=O)CCl,C2H4ClNO
CC(Cl)[N+]([O-])=O,C2H4ClNO2
CC(F)F,C2H4F2
NC(=O)CF,C2H4FNO
ICCI,C2H4I2
[O-][N+](=O)OCCO[N+]([O-])=O,C2H4N2O6
Nc1[nH]ncn1,C2H4N4
NC(N)=NC#N,C2H4N4
NC(=O)N=NC(N)=O,C2H4N4O2
[Na+].CNC([S-])=S,C2H4NNaS2
[Na+].[Na+].[Na+].[Na+].CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O,C2H4Na4O7P2
